Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,March,Changzhou City Wujin District Wastewater Treatment,,Management and lease contract,Lease contract,Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Wujin District, Changzhou City, Jiangsu Province",5,Local/Municipal,Not Available,,Not Available,,,2009,100,Not Applicable,Not Applicable,Not Available,Cubic meters per day (in thousands),130,N/A,,Not Available,Competitive bidding,Not Available,Shenzhen Goldtrust Water Affairs Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,September,Chenzhou City No. 3 Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Chenzhou City, Hunan Province ",26,Local/Municipal,Not Available,,Not Available,,,2009,49,0,10.25,10.25,Cubic meters per day (in thousands),45,N/A,,Not Available,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (49% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,February,Chongqing Municipality Yuelai Water Supply Plant ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Water Utility,Water utility without sewerage,Chongqing Municipality,30,State/Provincial,Not Available,,Not Available,,,2009,50,0,214.59,214.59,Cubic meters per day (in thousands),600,N/A,,,Direct negotiation,,"New World Development Co. Ltd. (25% / Hong Kong, China), SUEZ (25% / France)",User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,April,Duyun City Wastewater Treatment Plant,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Duyun City, Guizhou Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,10.73,0,10.73,Cubic meters per day (in thousands),60,N/A,,Not Available,Competitive bidding,Not Available,Beijing Herocan Environmental Engineering Tech Co. Ltd (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,August,Gong County Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Gong County, Sichuan Province",25,Local/Municipal,Not Available,,Not Available,,,2009,51,0,7.18,7.18,Cubic meters per day (in thousands),20,N/A,,,Not Available,,Sichuan Sitong Oumei Enrionmental Engineeirng Co (51% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,January,Guangdong Zengcheng City Water Supply Company,,Divestiture,Partial,Active,,Water and sewerage,Water Utility,Water utility without sewerage,"Zengcheng City, Guangdong Province",Not Applicable,Local/Municipal,Not Available,,Not Available,,,2009,45,5.72,0,5.72,Cubic meters per day (in thousands),150,N/A,,Not Available,Competitive bidding,Not Available,Guangdong Nanfeng Group Co (36% / China),User fees,N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,May,Guangxi Bobai County Wastewater Treatment Plant Project,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Bobai County, Guangxi Province",28,Local/Municipal,Not Available,,Not Available,,,2009,20,0,19.16,19.16,Cubic meters per day (in thousands),5,N/A,,,Direct negotiation,,Dongguan City Keda Industrial Investment Co (20% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,April,Guanling County and Ziyun County Wastewater Treatment Plants,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Guanling County and Ziyun County in Anshun City, Guizhou Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,6.8,6.8,Cubic meters per day (in thousands),8,N/A,,Not Available,Competitive bidding,Not Available,Greenland Environmental Tech Co (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,October,Hainan Wastewater Treatment Plant Portfolio Lease Agreement,,Management and lease contract,Lease contract,Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Baisha County, Chengmai County, Danzhou City, Changjiang County, Dongfang city, Dunchang Country, Le",5,State/Provincial,Not Available,,Not Available,,,2009,100,Not Applicable,Not Applicable,Not Available,Cubic meters per day (in thousands),142,N/A,,Lowest tariff,Competitive bidding,Not Available,Beijing Sound Environment Industry Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,February,Huangmei County Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Huangmei County, Hubei Province ",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,7.08,7.08,Cubic meters per day (in thousands),30,N/A,,Lowest tariff,Competitive bidding,Not Available,Premier Tech (100% / Canada),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,March,Jiangmen City Jianghai Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jiangmen City, Guangdong Province",26,Local/Municipal,Not Available,,Not Available,,,2009,100,0,9.59,9.59,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,June,Jiangmen City Sinan Town Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,07/01/2010,Water and sewerage,Treatment plant,Sewerage treatment plant,"Siqian Town, Jiangmen City, Guangdong Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,2.93,2.93,Cubic meters per day (in thousands),5,N/A,,Not Available,Competitive bidding,Not Available,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,May,Jinshi City Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Jinshi City, Hunan Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,5.12,5.12,Cubic meters per day (in thousands),40,N/A,,Not Available,Competitive bidding,Not Available,Haichuanda Investment Co (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,January,Juye County Wastewater Treatment Plant ,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Juye County, Heze City, Shandong Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,5.72,0,5.72,Cubic meters per day (in thousands),40,N/A,,Not Available,Competitive bidding,Not Available,Sinomem Technology Ltd. (100% / Singapore),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,May,Lechang City Pingshi Wastewater Treatment Plant Phase I,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Lechang City, Guangdong Province",25,Local/Municipal,Not Available,,Not Available,,,2009,29,0,7.15,7.15,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Shaoguan City Yalu Environmental Industry Co (29% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,April,Lianyuan City Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Lianyuan City, Hunan Province ",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,5.56,5.56,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Haichuanda Investment Co (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,August,Licheng Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Licheng District, Putian City, Fujian Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,5.86,5.86,Cubic meters per day (in thousands),35,N/A,,Not Available,Competitive bidding,Not Available,"Protection (Asia) Water Treatment Holding (.. / Hong Kong, China), Beijing Sound Environment Industry Group (.. / China), Hatlen Investment Pty Ltd (.. / Australia)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,January,Lufeng County Wastewater Treatment Plant ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Lufeng County, Yunnan Province",34,Local/Municipal,Not Available,,Not Available,,,2009,100,0,14.26,14.26,Cubic meters per day (in thousands),10,N/A,,,Direct negotiation,,Hans Technologies (100% / United States),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,February,Miluo City Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Miluo City, Hunan Province",28,Local/Municipal,Not Available,,Not Available,,,2009,100,0,6.15,6.15,Cubic meters per day (in thousands),25,N/A,,Not Available,Competitive bidding,4,Anhui Guozhen Environmental Protection Science & Technology Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,April,Ningxiang County Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Ningxiang County, Hunan Province",26,Local/Municipal,Not Available,,Not Available,,,2009,100,0,10.67,10.67,Cubic meters per day (in thousands),50,N/A,,Not Available,Competitive bidding,3,Hunan Yonker Environmental Protection Group (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,January,Putian Wastewater Treatment Plant Phase II,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Putian City, Fujian Province",27,Local/Municipal,Not Available,,Not Available,,,2009,100,0,10.01,10.01,Cubic meters per day (in thousands),80,N/A,,,Direct negotiation,,"Protection (Asia) Water Treatment Holding (.. / Hong Kong, China), Beijing Sound Environment Industry Group (.. / China), Hatlen Investment Pty Ltd (.. / Australia)",Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,February,Weifang City Wastewater Treatment Plant Reclaimed Water Reuse Project,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Weifang City, Shandong Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,3.03,3.03,Cubic meters per day (in thousands),35,N/A,,Not Available,Competitive bidding,Not Available,Lianheruitong Water Affaris Development Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,August,Xianning City Water Supply Project,,Brownfield,"Rehabilitate, operate, and transfer",Active,,Water and sewerage,Treatment plant,Potable water treatment plant,"Xianning City, Hubei Province ",30,Local/Municipal,Not Available,,Not Available,,,2009,100,17.57,33.67,51.24,Cubic meters per day (in thousands),160,N/A,,Not Available,Competitive bidding,Not Available,United Water Corporation (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,June,Xiaochang County Wastewater Treatment Plant Project ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Xiaochang County, Hubei Province",20,Local/Municipal,Not Available,,Not Available,,,2009,100,0,12.01,12.01,Cubic meters per day (in thousands),25,N/A,,,Direct negotiation,,Jiangsu Philip Environmental Protection Engineering Co (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,January,Yibin County Wastewater Treatment BOT Project ,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yibin County, Sichuan Province",30,Local/Municipal,Not Available,,Not Available,,,2009,100,0,6.44,6.44,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Sichuan Pioneer Envrionmental & Water Affairs Co (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,May,Yuexi County Wastewater Treatment Plant (Phase I),,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"Yuexi County, Anhui Province",25,Local/Municipal,Not Applicable,,Not Available,,,2009,100,0,7.74,7.74,Cubic meters per day (in thousands),20,N/A,,Not Available,Competitive bidding,Not Available,Anhui Yatai Environmental Engineering Co (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
East Asia and Pacific,China,Upper middle income,Non-IDA,2009,September,Zunyi City Yancun Wastewater Treatment Plant,,Greenfield project,"Build, operate, and transfer",Active,,Water and sewerage,Treatment plant,Sewerage treatment plant,"City, Guizhou Province ",25,Local/Municipal,Not Available,,Not Available,,,2009,100,0,9.52,9.52,Cubic meters per day (in thousands),80,N/A,,,Competitive negotiation,,Lianheruitong Water Affaris Development Co. Ltd. (100% / China),Purchase agreements or transmission fees with public entity(ies),N/A,No,No,,,N/A,Yes,No
